﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025020910,   1024.2,   1027.9,     11.2,      8.8,       85,      2.0,    100.0,      5.8,     60.0,     -9.8,      0.1,      0.0,     0.44,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025020911,   1023.5,   1027.2,     11.8,      8.7,       81,      2.7,    100.0,      6.4,    100.0,     -9.8,      0.1,      0.0,     0.68,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025020912,   1022.9,   1026.6,     11.6,      8.8,       83,      2.1,    130.0,      7.1,    100.0,     -9.8,      0.2,      0.0,     0.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025020913,   1021.8,   1025.5,     11.8,      8.7,       81,      2.4,    120.0,      6.8,     90.0,      0.0,      0.0,      0.0,     0.36,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025020914,   1020.7,   1024.4,     11.6,      8.6,       82,      1.9,    110.0,      5.9,    110.0,     -9.8,      0.2,      0.0,     0.28,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025020915,   1019.9,   1023.6,     11.7,      8.0,       78,      2.8,    100.0,      7.6,     90.0,      0.0,      0.0,      0.0,     0.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025020916,   1020.1,   1023.8,     11.9,      7.4,       74,      2.7,    100.0,      8.3,     90.0,      0.0,      0.0,      0.0,     0.21,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025020917,   1020.8,   1024.5,     12.1,      6.8,       70,      4.2,    110.0,     10.1,     80.0,      0.0,      0.0,      0.0,     0.10,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025020918,   1021.4,   1025.1,     12.2,      6.9,       70,      2.8,    100.0,      9.3,     80.0,      0.0,      0.0,      0.0,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025020919,   1021.8,   1025.5,     12.2,      6.9,       70,      2.7,    130.0,      6.9,    100.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025020920,   1021.9,   1025.6,     12.3,      6.8,       69,      2.0,    120.0,      6.8,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025020921,   1022.0,   1025.7,     12.6,      6.7,       67,      4.0,    120.0,      8.3,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025020922,   1021.9,   1025.6,     12.5,      6.8,       68,      3.0,    110.0,      8.8,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025020923,   1021.8,   1025.5,     12.8,      6.6,       66,      3.4,    120.0,      8.5,    150.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025020924,   1021.6,   1025.3,     13.0,      6.6,       65,      2.9,    120.0,      7.3,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021001,   1021.5,   1025.2,     13.2,      6.3,       63,      2.7,    120.0,      6.7,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021002,   1021.1,   1024.8,     13.0,      7.0,       67,      1.8,    150.0,      4.5,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021003,   1020.5,   1024.2,     12.9,      7.6,       70,      1.9,    140.0,      3.8,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021004,   1020.2,   1023.9,     12.4,      7.9,       74,      1.3,    120.0,      2.9,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021005,   1020.3,   1024.0,     13.4,      8.1,       70,      3.2,    110.0,      5.9,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021006,   1020.6,   1024.3,     13.6,      8.0,       69,      2.2,    120.0,      5.3,    110.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021007,   1021.2,   1024.9,     13.6,      8.5,       71,      1.4,    120.0,      5.9,    120.0,      0.0,      0.0,      0.0,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021008,   1021.6,   1025.3,     14.2,      8.8,       70,      2.3,    110.0,      6.2,     90.0,      0.0,      0.0,      0.0,     0.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021009,   1021.5,   1025.2,     15.2,      9.4,       68,      2.8,    120.0,      6.8,    110.0,      0.0,      0.0,      0.0,     0.53,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021010,   1021.1,   1024.8,     17.1,     10.3,       64,      3.5,    110.0,      9.1,    110.0,      0.0,      0.0,      0.8,     1.61,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021011,   1020.2,   1023.8,     18.2,     10.6,       61,      3.3,    100.0,      8.8,    100.0,      0.0,      0.0,      1.0,     2.52,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021012,   1019.1,   1022.7,     19.0,     10.1,       56,      2.5,    100.0,      9.1,     90.0,      0.0,      0.0,      1.0,     2.80,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021013,   1017.8,   1021.4,     20.2,      9.5,       50,      2.2,     70.0,      9.7,     70.0,      0.0,      0.0,      1.0,     2.91,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021014,   1017.2,   1020.8,     19.4,      9.3,       52,      4.0,    130.0,      8.0,    100.0,      0.0,      0.0,      0.5,     1.92,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021015,   1016.9,   1020.5,     19.1,      9.3,       53,      2.7,    130.0,      9.6,    140.0,      0.0,      0.0,      0.0,     1.35,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021016,   1017.0,   1020.6,     18.1,      9.2,       56,      4.0,    110.0,      9.2,    130.0,      0.0,      0.0,      0.0,     0.79,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021017,   1017.4,   1021.0,     17.8,     10.0,       60,      3.2,    110.0,      8.3,    130.0,      0.0,      0.0,      0.0,     0.32,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021018,   1017.6,   1021.2,     17.4,     10.3,       63,      2.6,    100.0,      7.2,     80.0,      0.0,      0.0,      0.0,     0.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021019,   1018.1,   1021.7,     17.2,     10.4,       64,      3.0,    110.0,      8.3,    110.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021020,   1018.6,   1022.2,     17.0,     10.8,       67,      3.3,    100.0,      9.3,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021021,   1018.5,   1022.1,     16.7,     11.0,       69,      3.1,    100.0,      9.4,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021022,   1018.8,   1022.4,     16.5,     11.5,       72,      2.5,    100.0,      7.8,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021023,   1018.7,   1022.3,     16.5,     11.5,       72,      3.0,    100.0,      7.8,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021024,   1018.6,   1022.2,     16.7,     11.0,       69,      2.5,    100.0,      7.7,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021101,   1018.3,   1021.9,     16.4,     11.4,       72,      1.8,    110.0,      7.4,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021102,   1017.7,   1021.3,     16.5,     11.5,       72,      2.1,    100.0,      5.1,     80.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021103,   1017.3,   1020.9,     16.2,     11.2,       72,      2.0,    100.0,      5.3,     80.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021104,   1017.0,   1020.6,     16.0,     11.0,       72,      1.8,    100.0,      4.8,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021105,   1017.1,   1020.8,     15.5,     11.3,       76,      2.0,    100.0,      4.1,     80.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021106,   1017.3,   1021.0,     14.3,     11.5,       83,      0.7,    160.0,      3.7,     90.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021107,   1017.5,   1021.2,     14.4,     11.7,       84,      1.2,     90.0,      3.2,    100.0,      0.0,      0.0,      0.0,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021108,   1017.7,   1021.3,     17.7,     12.4,       71,      1.8,    100.0,      4.4,    100.0,      0.0,      0.0,      0.9,     0.43,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021109,   1017.4,   1021.0,     20.4,     12.9,       62,      2.1,    140.0,      4.4,     90.0,      0.0,      0.0,      1.0,     1.23,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021110,   1017.2,   1020.8,     22.4,     12.4,       53,      1.9,    120.0,      5.5,    120.0,      0.0,      0.0,      1.0,     1.93,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021111,   1016.7,   1020.3,     23.4,     12.4,       50,      2.6,    140.0,      6.5,     90.0,      0.0,      0.0,      1.0,     2.48,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021112,   1015.9,   1019.4,     24.4,     12.7,       48,      2.5,    130.0,      5.7,    140.0,      0.0,      0.0,      1.0,     2.79,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021113,   1014.9,   1018.4,     25.3,     12.6,       45,      0.3,    360.0,      4.0,    130.0,      0.0,      0.0,      1.0,     2.81,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021114,   1014.0,   1017.5,     25.0,     13.9,       50,      3.0,    110.0,      6.7,    140.0,      0.0,      0.0,      1.0,     2.63,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021115,   1013.6,   1017.1,     24.9,     14.1,       51,      3.4,    140.0,      7.2,    100.0,      0.0,      0.0,      1.0,     2.17,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021116,   1013.2,   1016.7,     23.7,     14.4,       56,      3.2,    130.0,      6.5,    100.0,      0.0,      0.0,      1.0,     1.49,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021117,   1013.6,   1017.2,     22.7,     14.6,       60,      3.6,    150.0,      7.4,    140.0,      0.0,      0.0,      1.0,     0.73,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021118,   1014.0,   1017.6,     21.7,     14.1,       62,      1.7,    140.0,      8.3,    160.0,      0.0,      0.0,      0.3,     0.08,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021119,   1014.3,   1017.9,     21.2,     14.4,       65,      2.1,     80.0,      5.1,    120.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021120,   1014.9,   1018.5,     21.6,     14.5,       64,      2.0,    120.0,      4.9,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021121,   1015.0,   1018.6,     21.2,     14.8,       67,      1.0,    100.0,      3.9,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021122,   1015.0,   1018.6,     21.1,     14.8,       67,      1.2,    130.0,      4.4,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021123,   1015.0,   1018.6,     19.9,     14.7,       72,      1.1,    230.0,      2.2,    210.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021124,   1015.0,   1018.6,     19.7,     14.5,       72,      1.1,    240.0,      2.1,    270.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021201,   1014.9,   1018.5,     19.1,     15.0,       77,      0.4,    280.0,      2.4,    260.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021202,   1015.0,   1018.6,     18.9,     15.4,       80,      1.6,    240.0,      2.8,    290.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021203,   1015.1,   1018.7,     18.8,     15.5,       81,      1.2,    290.0,      4.1,    300.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021204,   1015.1,   1018.7,     18.1,     15.2,       83,      0.6,    310.0,      3.7,    270.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021205,   1015.1,   1018.7,     17.8,     15.1,       84,      0.7,    270.0,      2.6,    330.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021206,   1015.7,   1019.3,     17.7,     15.2,       85,      0.5,    320.0,      2.8,    320.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021207,   1016.5,   1020.1,     17.8,     15.3,       85,      1.0,    330.0,      3.1,    350.0,      0.0,      0.0,      0.0,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021208,   1016.7,   1020.3,     18.2,     15.5,       84,      1.0,    360.0,      2.9,    350.0,      0.0,      0.0,      0.0,     0.19,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021209,   1017.1,   1020.7,     18.5,     15.8,       84,      0.5,     10.0,      3.0,    350.0,     -9.8,      0.1,      0.0,     0.40,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021210,   1016.5,   1020.1,     19.2,     16.3,       83,      1.6,    140.0,      3.3,    130.0,     -9.8,      0.2,      0.0,     0.48,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021211,   1015.7,   1019.3,     20.5,     16.5,       78,      0.4,    130.0,      3.0,    140.0,      0.0,      0.0,      0.0,     0.93,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021212,   1014.5,   1018.1,     21.7,     16.7,       73,      1.2,    140.0,      3.0,    150.0,      0.0,      0.0,      0.0,     0.94,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021213,   1013.4,   1017.0,     22.5,     17.4,       73,      1.2,    180.0,      2.9,    140.0,     -9.8,      0.4,      0.0,     1.09,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021214,   1012.8,   1016.4,     21.9,     17.5,       76,      1.1,    190.0,      2.6,    180.0,     -9.8,      0.6,      0.0,     0.61,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021215,   1012.7,   1016.3,     21.2,     19.0,       87,      0.2,      0.0,      1.7,    260.0,     -9.8,      0.9,      0.0,     0.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021216,   1012.8,   1016.4,     20.9,     19.2,       90,      1.3,    340.0,      2.7,    330.0,      0.5,      0.8,      0.0,     0.33,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021217,   1013.8,   1017.4,     20.0,     18.3,       90,      1.5,    330.0,      3.4,    340.0,     -9.8,      0.9,      0.0,     0.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021218,   1014.8,   1018.4,     18.1,     16.8,       92,      3.1,    330.0,      5.9,    350.0,      0.5,      0.9,      0.0,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021219,   1015.7,   1019.3,     17.3,     16.2,       93,      3.1,    330.0,      6.8,    340.0,      0.5,      1.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021220,   1016.3,   1019.9,     16.9,     16.1,       95,      0.7,    230.0,      4.7,    360.0,      2.5,      1.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021221,   1016.7,   1020.3,     17.1,     16.5,       96,      0.3,    360.0,      2.3,    320.0,      4.5,      1.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021222,   1016.8,   1020.4,     17.2,     16.7,       97,      0.7,    210.0,      1.8,    220.0,      6.0,      1.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021223,   1017.2,   1020.8,     17.3,     16.8,       97,      0.6,    150.0,      2.9,    170.0,      5.0,      1.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021224,   1017.8,   1021.4,     17.1,     16.0,       93,      3.5,    100.0,      9.4,     90.0,      4.5,      1.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021301,   1018.2,   1021.8,     16.5,     15.0,       91,      3.7,    100.0,     10.6,    100.0,      1.5,      1.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021302,   1018.0,   1021.7,     15.6,     14.0,       90,      3.5,    110.0,      9.9,     90.0,      1.0,      0.9,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021303,   1018.6,   1022.3,     15.0,     13.5,       91,      3.1,    110.0,     10.7,     90.0,      1.5,      1.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021304,   1018.4,   1022.1,     14.7,     13.4,       92,      2.8,    100.0,      8.4,     80.0,      2.0,      1.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021305,   1018.5,   1022.2,     14.2,     12.6,       90,      3.3,    100.0,     10.8,    120.0,      4.0,      1.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021306,   1019.3,   1023.0,     13.9,     12.3,       90,      4.2,    100.0,     10.2,    100.0,      3.0,      1.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021307,   1020.2,   1023.9,     13.5,     12.2,       92,      3.5,    100.0,      9.8,    100.0,      6.0,      1.0,      0.0,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021308,   1020.9,   1024.6,     13.4,     11.8,       90,      3.5,    110.0,     10.8,    110.0,      4.0,      1.0,      0.0,     0.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021309,   1020.8,   1024.5,     13.6,     12.3,       92,      3.8,    120.0,     11.5,    100.0,      4.0,      1.0,      0.0,     0.16,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021310,   1020.1,   1023.8,     14.4,     13.1,       92,      3.7,    110.0,      8.6,    100.0,      0.5,      0.6,      0.0,     0.33,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021311,   1019.7,   1023.4,     14.7,     13.1,       90,      3.7,    100.0,     10.7,    110.0,     -9.8,      0.6,      0.0,     0.30,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021312,   1019.1,   1022.8,     14.6,     12.3,       86,      3.5,    100.0,     12.7,    100.0,     -9.8,      0.5,      0.0,     0.33,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021313,   1018.4,   1022.1,     14.6,     11.9,       84,      3.7,    100.0,     10.8,     90.0,      0.0,      0.0,      0.0,     0.34,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021314,   1017.4,   1021.1,     14.7,     12.4,       86,      3.9,    100.0,     11.0,     80.0,      0.0,      0.0,      0.0,     0.60,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021315,   1017.2,   1020.9,     14.9,     12.4,       85,      3.4,    100.0,     10.9,     90.0,      0.0,      0.0,      0.0,     0.48,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021316,   1017.4,   1021.1,     14.6,     12.3,       86,      4.1,    100.0,     11.5,    100.0,      0.5,      0.0,      0.0,     0.35,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021317,   1017.4,   1021.1,     14.5,     12.0,       85,      4.4,    100.0,     10.8,     90.0,      0.0,      0.0,      0.0,     0.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021318,   1017.7,   1021.4,     14.4,     12.3,       87,      4.7,    100.0,     10.0,    100.0,      0.0,      0.0,      0.0,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021319,   1018.4,   1022.1,     14.5,     12.0,       85,      3.6,    100.0,     10.7,    110.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021320,   1018.3,   1022.0,     14.6,     11.9,       84,      3.7,    100.0,     11.5,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021321,   1018.7,   1022.4,     14.6,     11.9,       84,      5.0,    100.0,     11.2,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021322,   1018.5,   1022.2,     14.9,     11.7,       81,      3.6,    110.0,     12.0,     80.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021323,   1018.0,   1021.7,     15.1,     11.7,       80,      3.8,    100.0,      9.8,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021324,   1017.7,   1021.4,     15.2,     12.2,       82,      4.7,    100.0,     10.7,     80.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021401,   1017.3,   1021.0,     15.3,     12.1,       81,      4.1,    110.0,     10.2,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021402,   1016.5,   1020.2,     15.4,     12.2,       81,      3.3,    110.0,      9.6,     90.0,     -9.8,      0.1,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021403,   1015.8,   1019.5,     15.2,     12.7,       85,      3.6,    100.0,      9.3,     80.0,     -9.8,      0.1,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021404,   1015.5,   1019.2,     15.4,     12.7,       84,      4.1,    100.0,     10.6,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021405,   1015.5,   1019.1,     15.6,     12.7,       83,      3.8,    100.0,     11.6,     90.0,     -9.8,      0.1,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021406,   1016.0,   1019.6,     15.9,     12.8,       82,      4.0,    100.0,     10.3,     70.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021407,   1016.2,   1019.8,     15.9,     13.2,       84,      3.2,    100.0,      8.9,    100.0,     -9.8,      0.1,      0.0,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021408,   1016.4,   1020.0,     16.5,     13.8,       84,      3.8,    100.0,      9.6,     90.0,      0.0,      0.0,      0.0,     0.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021409,   1016.6,   1020.2,     17.1,     14.4,       84,      4.2,    100.0,      9.7,     60.0,     -9.8,      0.3,      0.0,     0.52,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021410,   1016.0,   1019.6,     18.0,     14.5,       80,      4.8,    100.0,     12.3,    100.0,     -9.8,      0.2,      0.0,     1.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021411,   1015.4,   1019.0,     18.8,     15.1,       79,      4.4,    100.0,     11.5,     60.0,      0.0,      0.0,      0.1,     1.59,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021412,   1014.2,   1017.8,     19.1,     15.0,       77,      5.3,    100.0,     12.6,     90.0,      0.0,      0.0,      0.1,     1.87,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021413,   1013.2,   1016.8,     19.3,     15.4,       78,      4.2,    100.0,     12.8,    100.0,      0.0,      0.0,      0.2,     2.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021414,   1012.7,   1016.3,     18.9,     15.4,       80,      3.6,    100.0,     12.7,    100.0,      0.0,      0.0,      0.0,     1.24,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021415,   1012.4,   1016.0,     18.7,     15.6,       82,      4.0,     90.0,     11.4,     90.0,      0.0,      0.0,      0.0,     0.71,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021416,   1012.0,   1015.6,     18.6,     15.5,       82,      4.1,    100.0,     11.0,     80.0,      0.0,      0.0,      0.0,     0.54,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021417,   1012.1,   1015.7,     18.6,     15.7,       83,      3.8,    100.0,     10.8,     90.0,      0.0,      0.0,      0.0,     0.26,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021418,   1012.6,   1016.2,     18.5,     15.8,       84,      2.4,     90.0,     10.9,     80.0,      0.0,      0.0,      0.0,     0.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025021419,   1012.7,   1016.3,     18.4,     15.7,       84,      3.4,    100.0,      7.5,     90.0,      0.0,      0.0,      0.0,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
