﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025081108,   1004.5,   1007.9,     29.6,     25.2,       77,      0.8,    200.0,      2.6,    190.0,      0.0,      0.0,      1.0,     1.22,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081109,   1004.4,   1007.8,     31.5,     25.1,       69,      0.8,    340.0,      3.0,     20.0,      0.0,      0.0,      1.0,     2.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081110,   1004.1,   1007.5,     31.7,     23.3,       61,      0.9,     60.0,      3.0,    350.0,      0.0,      0.0,      0.6,     2.20,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081111,   1003.8,   1007.2,     32.7,     23.9,       60,      0.4,    310.0,      3.4,     10.0,      0.0,      0.0,      0.1,     1.74,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081112,   1003.6,   1007.0,     33.3,     24.8,       61,      2.8,    350.0,      6.9,     20.0,      0.0,      0.0,      0.7,     2.97,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081113,   1003.6,   1007.0,     32.7,     25.8,       67,      1.5,    340.0,      7.2,    340.0,      0.0,      0.0,      0.3,     1.84,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081114,   1003.2,   1006.6,     32.6,     25.4,       66,      1.0,    270.0,      6.1,    300.0,      0.0,      0.0,      0.0,     0.97,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081115,   1002.9,   1006.3,     30.3,     25.6,       76,      2.8,    110.0,      6.3,    120.0,      0.0,      0.0,      0.0,     0.32,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081116,   1002.9,   1006.3,     28.8,     26.2,       86,      2.5,    100.0,      8.0,    100.0,      6.0,      0.6,      0.0,     0.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081117,   1003.1,   1006.6,     27.6,     26.5,       94,      2.5,    110.0,      5.3,     90.0,     11.5,      0.8,      0.0,     0.11,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081118,   1003.3,   1006.8,     27.9,     26.1,       90,      2.0,    100.0,      5.1,    100.0,      0.5,      0.1,      0.0,     0.37,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081119,   1003.9,   1007.4,     28.0,     26.8,       93,      1.3,     80.0,      4.2,     90.0,      0.0,      0.0,      0.0,     0.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081120,   1004.3,   1007.8,     27.9,     26.7,       93,      0.9,    160.0,      3.6,     60.0,      0.5,      0.2,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081121,   1004.5,   1008.0,     27.9,     26.3,       91,      1.1,    180.0,      4.2,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081122,   1004.6,   1008.1,     27.7,     25.7,       89,      1.5,    170.0,      3.1,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081123,   1004.8,   1008.3,     27.6,     26.0,       91,      1.4,    150.0,      3.6,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081124,   1004.8,   1008.3,     27.5,     25.9,       91,      1.5,    170.0,      2.9,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081201,   1004.4,   1007.9,     27.2,     25.8,       92,      0.7,    150.0,      3.4,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081202,   1004.2,   1007.7,     27.4,     25.4,       89,      1.6,    160.0,      3.3,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081203,   1004.3,   1007.8,     27.4,     24.9,       86,      1.3,    180.0,      3.3,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081204,   1004.3,   1007.8,     27.2,     25.0,       88,      1.1,    170.0,      2.7,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081205,   1004.3,   1007.8,     27.0,     24.7,       87,      1.4,    120.0,      2.7,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081206,   1004.5,   1008.0,     26.8,     24.8,       89,      1.0,    190.0,      2.3,    140.0,      0.0,      0.0,      0.2,     0.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081207,   1005.0,   1008.5,     27.9,     25.0,       84,      1.0,    150.0,      2.1,     80.0,      0.0,      0.0,      1.0,     0.57,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081208,   1004.7,   1008.1,     29.9,     25.2,       76,      0.8,     80.0,      2.7,    140.0,      0.0,      0.0,      1.0,     1.30,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081209,   1005.2,   1008.6,     31.3,     24.5,       67,      1.1,    140.0,      3.2,     10.0,      0.0,      0.0,      1.0,     2.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081210,   1004.9,   1008.3,     32.1,     24.2,       63,      1.2,    160.0,      3.1,    150.0,      0.0,      0.0,      0.8,     2.39,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081211,   1004.6,   1008.0,     32.6,     25.9,       68,      1.8,    330.0,      5.9,     10.0,      0.0,      0.0,      0.7,     2.62,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081212,   1004.3,   1007.7,     33.2,     26.0,       66,      1.9,    320.0,      6.2,    330.0,      0.0,      0.0,      0.4,     2.10,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081213,   1004.1,   1007.5,     34.1,     25.8,       62,      1.9,    330.0,      8.2,    340.0,      0.0,      0.0,      0.8,     3.10,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081214,   1003.7,   1007.1,     33.7,     25.4,       62,      2.8,    320.0,      8.4,    350.0,      0.0,      0.0,      1.0,     3.34,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081215,   1003.5,   1006.9,     34.0,     25.4,       61,      2.5,    320.0,      7.6,    330.0,      0.0,      0.0,      0.9,     2.84,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081216,   1003.5,   1006.9,     32.5,     25.3,       66,      2.1,    340.0,      7.2,    340.0,      0.0,      0.0,      0.8,     2.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081217,   1003.5,   1006.9,     32.1,     26.0,       70,      1.0,    330.0,      6.6,    330.0,      0.0,      0.0,      0.4,     0.83,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081218,   1003.8,   1007.2,     31.8,     23.9,       63,      3.2,    100.0,      8.3,    110.0,      0.0,      0.0,      0.0,     0.20,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081219,   1004.5,   1007.9,     30.8,     23.7,       66,      2.8,    110.0,      7.3,    100.0,      0.0,      0.0,      0.0,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081220,   1005.3,   1008.7,     30.1,     23.3,       67,      3.4,    110.0,      7.7,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081221,   1005.9,   1009.3,     29.7,     24.4,       73,      3.3,    120.0,      7.6,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081222,   1006.1,   1009.5,     29.5,     24.4,       74,      3.4,    100.0,      8.4,     80.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081223,   1005.9,   1009.3,     29.5,     24.4,       74,      2.3,    100.0,      8.8,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081224,   1005.6,   1009.0,     29.4,     24.5,       75,      2.9,    100.0,      8.3,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081301,   1005.1,   1008.5,     29.2,     25.0,       78,      2.8,    110.0,      7.6,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081302,   1004.7,   1008.2,     28.9,     25.3,       81,      2.7,    100.0,      7.8,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081303,   1004.3,   1007.7,     29.0,     25.0,       79,      2.5,    120.0,      7.2,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081304,   1003.8,   1007.2,     29.0,     25.0,       79,      2.5,    110.0,      8.2,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081305,   1004.0,   1007.5,     27.2,     26.0,       93,      2.1,    130.0,      9.4,    100.0,      2.5,      0.4,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081306,   1003.7,   1007.2,     27.4,     25.4,       89,      3.3,    100.0,      7.8,    100.0,     -9.8,      0.1,      0.0,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081307,   1003.1,   1006.6,     28.1,     25.1,       84,      2.7,    100.0,      8.3,    110.0,     -9.8,      0.1,      0.3,     0.26,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081308,   1003.1,   1006.5,     29.5,     24.4,       74,      5.0,    110.0,     12.8,    100.0,      0.5,      0.2,      0.5,     1.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081309,   1002.7,   1006.1,     30.3,     24.5,       71,      4.5,    100.0,     12.8,    100.0,     -9.8,      0.1,      0.5,     1.57,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081310,   1001.8,   1005.2,     31.5,     23.6,       63,      4.7,    110.0,     14.6,    100.0,      0.0,      0.0,      0.8,     2.68,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081311,   1000.9,   1004.3,     31.9,     22.9,       59,      5.2,    130.0,     14.0,    130.0,      0.5,      0.2,      0.7,     2.70,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081312,   1000.2,   1003.6,     32.1,     23.4,       60,      4.5,    130.0,     21.1,    100.0,     -9.8,      0.1,      0.6,     2.73,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081313,    999.5,   1002.9,     31.6,     22.9,       60,      7.5,    120.0,     18.4,     80.0,      0.0,      0.0,      0.7,     2.94,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081314,    999.1,   1002.5,     29.7,     24.1,       72,      7.3,    120.0,     20.2,    110.0,     -9.8,      0.2,      0.6,     2.60,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081315,    998.9,   1002.3,     29.3,     23.7,       72,      8.0,    120.0,     22.4,    130.0,     -9.8,      0.3,      0.7,     2.35,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081316,    998.4,   1001.8,     30.2,     22.4,       63,      7.6,    120.0,     22.7,    120.0,     -9.8,      0.1,      0.3,     1.19,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081317,    999.6,   1003.0,     29.9,     22.9,       66,      6.0,    120.0,     24.2,    110.0,     -9.8,      0.1,      0.0,     0.48,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081318,    999.3,   1002.7,     29.9,     22.4,       64,      7.8,    130.0,     21.4,    120.0,      0.0,      0.0,      0.0,     0.20,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081319,   1000.2,   1003.6,     29.6,     23.1,       68,      5.8,    130.0,     26.7,    110.0,      0.0,      0.0,      0.0,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081320,   1001.0,   1004.4,     29.8,     22.8,       66,      5.5,    140.0,     16.3,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081321,   1001.4,   1004.8,     29.6,     22.8,       67,      6.2,    140.0,     14.9,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081322,   1002.5,   1005.9,     29.8,     22.5,       65,      7.1,    130.0,     18.2,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081323,   1003.0,   1006.4,     29.5,     22.7,       67,      3.9,    150.0,     14.2,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081324,   1003.7,   1007.1,     29.7,     22.7,       66,      3.1,    160.0,     11.4,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081401,   1003.5,   1006.9,     29.5,     22.5,       66,      3.2,    140.0,      8.1,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081402,   1003.4,   1006.8,     29.3,     22.1,       65,      1.5,    140.0,      9.5,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081403,   1004.3,   1007.7,     29.1,     22.4,       67,      2.9,    150.0,      8.2,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081404,   1005.1,   1008.6,     28.8,     22.6,       69,      2.3,    120.0,      8.9,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081405,   1005.8,   1009.3,     28.4,     22.4,       70,      1.4,    150.0,      5.2,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081406,   1006.2,   1009.7,     28.0,     22.7,       73,      0.7,    200.0,      2.6,    190.0,      0.0,      0.0,      0.2,     0.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081407,   1006.5,   1010.0,     29.5,     22.7,       67,      2.6,    140.0,      6.2,    120.0,      0.0,      0.0,      1.0,     0.65,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081408,   1006.9,   1010.3,     30.3,     23.3,       66,      2.7,    120.0,      6.0,    140.0,      0.0,      0.0,      0.8,     1.24,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081409,   1006.9,   1010.3,     31.5,     23.4,       62,      3.6,    160.0,      8.5,    140.0,      0.0,      0.0,      1.0,     2.27,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081410,   1007.1,   1010.5,     32.9,     23.3,       57,      2.2,    130.0,      9.0,    140.0,      0.0,      0.0,      1.0,     2.86,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081411,   1006.7,   1010.1,     33.8,     22.9,       53,      4.3,    140.0,      8.8,    170.0,      0.0,      0.0,      1.0,     3.33,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081412,   1006.7,   1010.1,     33.5,     22.6,       53,      4.7,    130.0,     12.8,    120.0,      0.0,      0.0,      1.0,     3.58,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081413,   1006.1,   1009.5,     34.0,     23.1,       53,      4.3,    140.0,     12.2,    160.0,      0.0,      0.0,      1.0,     3.61,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081414,   1006.0,   1009.4,     33.6,     23.6,       56,      5.2,    150.0,     12.4,    150.0,      0.0,      0.0,      1.0,     3.37,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081415,   1005.9,   1009.3,     33.0,     23.1,       56,      5.0,    140.0,     11.5,    170.0,      0.0,      0.0,      1.0,     2.93,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081416,   1006.0,   1009.4,     32.4,     22.8,       57,      6.1,    140.0,     15.7,    110.0,      0.0,      0.0,      1.0,     2.20,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081417,   1006.2,   1009.6,     31.8,     22.8,       59,      4.5,    130.0,     11.9,    150.0,      0.0,      0.0,      1.0,     1.38,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081418,   1006.8,   1010.2,     31.2,     23.1,       62,      3.2,    120.0,      9.9,    170.0,      0.0,      0.0,      0.8,     0.50,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081419,   1007.6,   1011.0,     30.8,     22.7,       62,      4.6,    130.0,     10.2,    110.0,      0.0,      0.0,      0.1,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081420,   1008.0,   1011.4,     30.5,     22.7,       63,      3.2,    130.0,      6.7,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081421,   1008.4,   1011.8,     30.3,     22.5,       63,      3.1,    130.0,      7.3,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081422,   1008.7,   1012.2,     30.1,     22.8,       65,      2.8,    120.0,      8.3,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081423,   1008.1,   1011.6,     29.9,     22.6,       65,      3.0,    120.0,      8.8,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081424,   1007.3,   1010.7,     29.8,     22.5,       65,      3.2,    120.0,     10.8,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081501,   1007.1,   1010.6,     29.6,     22.1,       64,      3.1,    110.0,      9.2,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081502,   1006.8,   1010.3,     29.6,     21.8,       63,      3.2,    110.0,      9.9,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081503,   1006.3,   1009.7,     29.5,     22.2,       65,      3.7,    120.0,      9.8,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081504,   1006.3,   1009.8,     29.3,     22.6,       67,      3.5,    120.0,      9.9,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081505,   1006.3,   1009.8,     29.2,     22.5,       67,      4.3,    120.0,     10.6,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081506,   1006.5,   1010.0,     29.3,     22.6,       67,      4.4,    110.0,     12.1,    110.0,      0.0,      0.0,      0.2,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081507,   1006.8,   1010.2,     29.7,     22.7,       66,      3.6,    120.0,     13.8,    120.0,      0.0,      0.0,      1.0,     0.56,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081508,   1006.9,   1010.3,     31.0,     22.6,       61,      5.4,    130.0,     13.7,    130.0,      0.0,      0.0,      1.0,     1.39,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081509,   1007.1,   1010.5,     31.9,     22.6,       58,      5.4,    130.0,     11.6,    140.0,      0.0,      0.0,      1.0,     2.18,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081510,   1007.2,   1010.6,     33.1,     23.2,       56,      3.9,    140.0,     11.1,    110.0,      0.0,      0.0,      1.0,     2.88,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081511,   1007.1,   1010.5,     33.3,     22.5,       53,      5.8,    140.0,     12.7,    110.0,      0.0,      0.0,      1.0,     3.38,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081512,   1006.8,   1010.2,     33.8,     21.3,       48,      4.9,    140.0,     13.2,    110.0,      0.0,      0.0,      1.0,     3.61,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081513,   1006.5,   1009.9,     34.0,     22.5,       51,      5.2,    140.0,     11.6,    110.0,      0.0,      0.0,      1.0,     3.75,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081514,   1006.0,   1009.4,     34.0,     22.8,       52,      4.8,    130.0,     12.6,    140.0,      0.0,      0.0,      1.0,     3.81,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081515,   1006.0,   1009.4,     33.3,     22.1,       52,      4.1,    130.0,     13.6,    140.0,      0.0,      0.0,      1.0,     2.52,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081516,   1005.8,   1009.2,     32.8,     22.0,       53,      5.1,    130.0,     12.8,    130.0,      0.0,      0.0,      1.0,     2.21,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081517,   1006.0,   1009.4,     31.8,     22.3,       57,      5.2,    120.0,     11.9,    120.0,      0.0,      0.0,      0.8,     1.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081518,   1006.3,   1009.7,     30.9,     22.3,       60,      4.0,    120.0,     13.3,     90.0,      0.0,      0.0,      0.0,     0.18,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081519,   1007.1,   1010.5,     30.6,     22.8,       63,      3.8,    110.0,     13.1,    110.0,      0.0,      0.0,      0.0,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081520,   1007.1,   1010.5,     30.3,     23.3,       66,      3.2,    110.0,      9.4,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081521,   1007.8,   1011.2,     30.0,     23.2,       67,      4.3,    100.0,     10.6,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081522,   1007.7,   1011.2,     29.6,     22.8,       67,      4.2,    110.0,     10.2,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081523,   1007.2,   1010.7,     29.6,     22.8,       67,      2.9,    110.0,      8.5,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081524,   1006.7,   1010.1,     29.6,     22.6,       66,      3.3,    110.0,      8.2,     80.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081601,   1006.2,   1009.7,     29.4,     22.7,       67,      3.2,     90.0,      8.4,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081602,   1005.9,   1009.4,     29.3,     22.6,       67,      3.6,    100.0,      8.4,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081603,   1005.7,   1009.2,     28.9,     23.1,       71,      3.3,    100.0,      7.9,     70.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081604,   1005.8,   1009.3,     28.8,     23.0,       71,      2.6,    110.0,      8.7,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081605,   1005.7,   1009.2,     28.6,     23.3,       73,      2.6,     90.0,      7.2,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081606,   1006.2,   1009.7,     28.5,     23.2,       73,      2.4,    100.0,      7.9,    100.0,      0.0,      0.0,      0.2,     0.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081607,   1006.9,   1010.4,     29.1,     23.8,       73,      2.7,    110.0,      6.4,    120.0,      0.0,      0.0,      0.8,     0.44,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081608,   1007.2,   1010.7,     29.2,     24.5,       76,      3.5,     90.0,      7.9,    110.0,      0.0,      0.0,      0.3,     0.66,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081609,   1007.4,   1010.8,     31.4,     24.0,       65,      3.3,    120.0,     10.0,    100.0,      0.0,      0.0,      1.0,     2.27,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081610,   1007.4,   1010.8,     32.4,     23.7,       60,      4.3,    110.0,     10.2,     90.0,      0.0,      0.0,      1.0,     2.75,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081611,   1007.0,   1010.4,     33.2,     23.0,       55,      3.4,    110.0,     11.6,    100.0,      0.0,      0.0,      1.0,     3.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081612,   1006.6,   1010.0,     33.2,     23.0,       55,      4.3,    100.0,     11.2,     70.0,      0.0,      0.0,      0.9,     3.46,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081613,   1005.9,   1009.3,     33.2,     23.0,       55,      4.0,    100.0,     12.4,    100.0,      0.0,      0.0,      0.7,     2.80,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081614,   1005.8,   1009.2,     33.4,     22.9,       54,      4.4,    110.0,     12.0,    110.0,      0.0,      0.0,      0.8,     2.87,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081615,   1005.5,   1008.9,     33.1,     22.9,       55,      4.5,    100.0,     12.6,    120.0,      0.0,      0.0,      1.0,     2.73,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081616,   1005.3,   1008.7,     32.6,     22.7,       56,      5.1,    110.0,     12.2,    130.0,      0.0,      0.0,      0.9,     2.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081617,   1005.3,   1008.7,     31.6,     22.6,       59,      5.9,    110.0,     13.6,    120.0,      0.0,      0.0,      1.0,     1.36,     None,     None,     None,     None,     None,     None,     None,     None
