﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025061108,   1003.7,   1007.1,     30.6,     25.5,       74,      1.2,    120.0,      2.7,    200.0,      0.0,      0.0,      1.0,     1.52,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061109,   1003.5,   1006.9,     32.3,     25.4,       67,      2.1,    120.0,      5.4,    150.0,      0.0,      0.0,      1.0,     2.27,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061110,   1002.8,   1006.2,     33.4,     24.6,       60,      2.8,    110.0,      8.1,    130.0,      0.0,      0.0,      0.8,     2.57,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061111,   1002.1,   1005.5,     33.9,     24.8,       59,      4.0,    120.0,      8.5,     90.0,      0.0,      0.0,      1.0,     3.39,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061112,   1001.3,   1004.7,     34.9,     23.9,       53,      3.4,    130.0,      9.2,    110.0,      0.0,      0.0,      1.0,     3.62,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061113,   1000.9,   1004.3,     35.3,     24.3,       53,      2.7,    140.0,      9.9,    100.0,      0.0,      0.0,      1.0,     3.61,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061114,   1000.6,   1004.0,     35.8,     24.8,       53,      3.5,    140.0,      8.2,     90.0,      0.0,      0.0,      1.0,     3.37,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061115,   1000.7,   1004.1,     35.0,     24.0,       53,      3.5,    140.0,      8.3,    140.0,      0.0,      0.0,      1.0,     2.86,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061116,   1001.1,   1004.5,     33.7,     23.7,       56,      5.4,    130.0,     10.6,    110.0,      0.0,      0.0,      1.0,     2.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061117,   1001.1,   1004.5,     32.6,     23.6,       59,      4.5,    140.0,     10.8,    170.0,      0.0,      0.0,      0.4,     0.69,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061118,   1001.3,   1004.7,     31.8,     24.4,       65,      4.9,    140.0,     12.5,    110.0,      0.0,      0.0,      0.8,     0.54,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061119,   1001.8,   1005.2,     31.3,     24.7,       68,      3.9,    130.0,     11.6,     90.0,      0.0,      0.0,      0.4,     0.09,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061120,   1002.5,   1005.9,     31.2,     23.9,       65,      3.1,    120.0,      9.0,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061121,   1003.0,   1006.4,     31.1,     23.5,       64,      3.1,    130.0,      7.9,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061122,   1003.5,   1006.9,     30.9,     23.3,       64,      2.2,    140.0,      8.9,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061123,   1003.7,   1007.1,     30.7,     23.4,       65,      1.8,    120.0,      4.1,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061124,   1003.6,   1007.0,     30.4,     23.6,       67,      3.1,    150.0,      8.5,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061201,   1003.5,   1006.9,     30.3,     23.8,       68,      3.0,    160.0,      9.3,    150.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061202,   1003.7,   1007.1,     30.2,     23.4,       67,      2.9,    140.0,      6.8,    150.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061203,   1004.0,   1007.4,     30.1,     23.3,       67,      1.8,    160.0,      7.3,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061204,   1004.5,   1007.9,     30.4,     23.4,       66,      4.0,    140.0,      9.5,    150.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061205,   1002.9,   1006.3,     29.5,     22.7,       67,      3.1,    110.0,      7.8,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061206,   1003.5,   1006.9,     29.7,     22.4,       65,      3.0,    110.0,      6.6,    100.0,      0.0,      0.0,      0.2,     0.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061207,   1004.2,   1007.6,     30.0,     22.7,       65,      3.2,    130.0,      8.6,    140.0,      0.0,      0.0,      0.0,     0.35,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061208,   1004.6,   1008.0,     29.6,     22.6,       66,      3.8,    130.0,     11.6,    150.0,     -9.8,      0.1,      0.0,     0.65,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061209,   1004.5,   1008.0,     26.9,     24.2,       85,      3.0,    130.0,     10.6,    120.0,      0.5,      0.7,      0.0,     0.17,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061210,   1003.9,   1007.4,     27.0,     23.9,       83,      4.0,    120.0,     11.4,    140.0,      1.5,      0.8,      0.0,     0.11,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061211,   1004.9,   1008.4,     27.6,     24.1,       81,      3.8,    130.0,     10.3,    140.0,      1.0,      0.5,      0.0,     0.30,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061212,   1004.0,   1007.5,     27.8,     24.2,       81,      3.6,    100.0,      7.9,     80.0,      0.5,      0.1,      0.0,     0.71,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061213,   1003.8,   1007.3,     26.8,     25.0,       90,      3.6,    100.0,      8.8,     90.0,      0.5,      0.4,      0.0,     0.48,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061214,   1002.6,   1006.1,     26.8,     24.8,       89,      3.5,    100.0,      8.6,     80.0,      2.5,      0.6,      0.0,     0.24,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061215,   1002.5,   1006.0,     27.4,     24.7,       85,      2.9,    110.0,      7.0,     90.0,     -9.8,      0.2,      0.0,     0.29,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061216,   1001.8,   1005.3,     27.1,     24.9,       88,      2.9,    110.0,      7.1,     80.0,      0.5,      0.4,      0.0,     0.17,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061217,   1001.5,   1005.0,     27.6,     24.9,       85,      2.9,    120.0,      7.7,    110.0,      0.0,      0.0,      0.0,     0.13,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061218,   1001.2,   1004.6,     28.3,     24.3,       79,      3.5,    110.0,      8.9,    130.0,      0.0,      0.0,      0.0,     0.08,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061219,   1001.4,   1004.8,     28.6,     24.0,       76,      3.5,    130.0,      9.9,    110.0,      0.0,      0.0,      0.0,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061220,   1002.1,   1005.6,     27.8,     24.7,       83,      3.4,    100.0,      7.9,     90.0,     -9.8,      0.1,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061221,   1002.7,   1006.2,     27.0,     25.2,       90,      1.5,    100.0,      7.0,    120.0,      0.5,      0.2,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061222,   1002.5,   1006.0,     27.1,     25.1,       89,      0.9,    130.0,      5.9,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061223,   1002.6,   1006.1,     27.0,     25.0,       89,      0.9,    120.0,      4.4,    140.0,     -9.8,      0.3,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061224,   1002.8,   1006.3,     26.2,     25.0,       93,      1.0,    210.0,      2.3,    230.0,      0.5,      0.3,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061301,   1002.4,   1005.9,     26.0,     25.3,       96,      1.2,    240.0,      2.5,    260.0,     -9.8,      0.3,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061302,   1002.1,   1005.6,     26.0,     25.3,       96,      1.0,    150.0,      1.4,    240.0,      0.5,      0.2,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061303,   1001.9,   1005.4,     25.9,     25.4,       97,      1.3,    110.0,      1.9,     80.0,     -9.8,      0.2,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061304,   1002.0,   1005.5,     25.9,     25.2,       96,      0.2,      0.0,      3.2,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061305,   1002.3,   1005.8,     25.7,     25.2,       97,      0.5,    140.0,      1.9,    340.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061306,   1003.0,   1006.5,     25.8,     24.8,       94,      1.5,    150.0,      2.6,    160.0,      0.5,      0.0,      0.0,     0.08,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061307,   1003.2,   1006.7,     26.9,     24.9,       89,      1.2,    130.0,      2.1,    130.0,      0.0,      0.0,      0.1,     0.57,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061308,   1003.4,   1006.9,     27.8,     25.4,       87,      1.8,    150.0,      3.1,    160.0,      0.0,      0.0,      0.2,     0.96,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061309,   1003.8,   1007.3,     28.7,     24.9,       80,      0.3,    140.0,      2.7,    120.0,      0.0,      0.0,      0.2,     1.33,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061310,   1003.9,   1007.3,     30.0,     24.4,       72,      0.9,    210.0,      2.8,    290.0,      0.0,      0.0,      0.0,     1.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061311,   1004.9,   1008.4,     28.8,     26.0,       85,      0.2,      0.0,      3.3,    260.0,     -9.8,      0.3,      0.0,     0.86,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061312,   1004.6,   1008.1,     28.4,     26.0,       87,      0.7,    110.0,      2.9,    350.0,      1.0,      0.8,      0.0,     0.81,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061313,   1003.9,   1007.4,     28.7,     25.5,       83,      1.1,    150.0,      2.6,    360.0,      0.5,      0.5,      0.0,     0.99,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061314,   1003.5,   1007.0,     28.6,     25.8,       85,      1.4,    160.0,      3.5,    140.0,     -9.8,      0.4,      0.0,     0.69,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061315,   1002.8,   1006.2,     28.5,     25.7,       85,      0.6,    100.0,      2.8,    150.0,      0.5,      0.6,      0.0,     0.80,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061316,   1002.4,   1005.8,     28.4,     26.2,       88,      1.5,     80.0,      4.2,     90.0,     -9.8,      0.2,      0.0,     0.63,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061317,   1003.0,   1006.4,     29.0,     26.2,       85,      0.8,    230.0,      3.4,     90.0,     -9.8,      0.3,      0.0,     0.38,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061318,   1003.5,   1007.0,     27.9,     26.7,       93,      0.4,    170.0,      2.5,    360.0,      1.0,      0.6,      0.0,     0.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061319,   1004.2,   1007.7,     27.5,     26.3,       93,      1.6,     70.0,      2.7,     20.0,      0.5,      0.4,      0.0,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061320,   1004.5,   1008.0,     27.4,     26.2,       93,      1.3,     90.0,      2.9,     90.0,     -9.8,      0.1,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061321,   1004.8,   1008.3,     27.3,     25.9,       92,      1.2,    130.0,      2.8,     90.0,     -9.8,      0.1,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061322,   1005.4,   1008.9,     27.4,     26.2,       93,      1.1,    210.0,      2.3,    250.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061323,   1005.3,   1008.8,     27.3,     25.7,       91,      1.0,    160.0,      3.5,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061324,   1005.2,   1008.7,     27.0,     25.6,       92,      1.4,    160.0,      3.6,    120.0,     -9.8,      0.1,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061401,   1005.0,   1008.5,     26.7,     25.5,       93,      0.7,    200.0,      2.5,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061402,   1004.8,   1008.3,     26.5,     24.9,       91,      1.0,    140.0,      2.7,    130.0,     -9.8,      0.1,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061403,   1004.5,   1008.0,     26.3,     24.5,       90,      1.1,    140.0,      2.6,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061404,   1004.6,   1008.1,     26.1,     24.5,       91,      0.7,    140.0,      2.3,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061405,   1005.0,   1008.5,     26.2,     24.1,       88,      1.6,    160.0,      3.2,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061406,   1005.5,   1009.0,     26.3,     24.0,       87,      1.3,    160.0,      3.3,    160.0,      0.0,      0.0,      0.0,     0.07,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061407,   1005.7,   1009.2,     26.6,     24.3,       87,      1.0,    150.0,      3.4,    180.0,      0.0,      0.0,      0.0,     0.26,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061408,   1006.2,   1009.7,     28.1,     24.5,       81,      1.4,    190.0,      2.3,    170.0,      0.0,      0.0,      0.0,     0.95,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061409,   1006.1,   1009.5,     30.0,     24.2,       71,      0.8,    110.0,      2.3,    180.0,      0.0,      0.0,      0.7,     2.32,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061410,   1005.8,   1009.2,     31.8,     23.6,       62,      1.2,    120.0,      3.0,    140.0,      0.0,      0.0,      1.0,     3.22,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061411,   1005.6,   1009.0,     33.2,     23.3,       56,      1.6,    230.0,      3.4,    240.0,      0.0,      0.0,      0.8,     3.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061412,   1005.6,   1009.0,     33.1,     23.5,       57,      1.2,    250.0,      3.4,    120.0,      0.0,      0.0,      0.1,     2.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061413,   1005.2,   1008.6,     33.8,     23.2,       54,      0.5,    180.0,      3.9,    360.0,      0.0,      0.0,      0.0,     1.83,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061414,   1005.2,   1008.6,     32.5,     25.1,       65,      2.0,     60.0,      5.0,     40.0,     -9.8,      0.1,      0.0,     1.36,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061415,   1004.6,   1008.0,     34.1,     22.9,       52,      1.8,    270.0,      6.7,    280.0,      0.0,      0.0,      0.6,     2.30,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061416,   1003.5,   1006.9,     32.7,     23.9,       60,      1.5,    250.0,      7.3,    280.0,     -9.8,      0.1,      0.0,     1.06,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061417,   1004.0,   1007.4,     32.1,     24.2,       63,      1.6,    240.0,      5.9,    280.0,      0.0,      0.0,      0.0,     0.58,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061418,   1003.9,   1007.3,     31.1,     25.0,       70,      2.3,    100.0,      4.8,    110.0,      0.0,      0.0,      0.1,     0.35,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061419,   1004.7,   1008.1,     30.4,     24.8,       72,      1.4,    100.0,      4.3,     80.0,      0.0,      0.0,      0.0,     0.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061420,   1005.1,   1008.5,     30.0,     24.6,       73,      2.0,    120.0,      3.3,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061421,   1005.7,   1009.1,     29.5,     24.6,       75,      1.3,    110.0,      4.5,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061422,   1005.9,   1009.3,     29.5,     24.6,       75,      1.4,    110.0,      3.4,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061423,   1005.8,   1009.3,     29.1,     24.4,       76,      1.9,    100.0,      3.5,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061424,   1005.0,   1008.5,     28.9,     24.7,       78,      1.1,    130.0,      2.8,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061501,   1004.3,   1007.8,     28.6,     25.0,       81,      1.2,    190.0,      2.1,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061502,   1004.0,   1007.5,     28.3,     24.9,       82,      1.4,    190.0,      2.9,    200.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061503,   1003.9,   1007.4,     28.1,     24.3,       80,      1.2,    150.0,      3.2,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061504,   1004.1,   1007.6,     27.6,     24.3,       82,      1.7,    180.0,      4.1,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061505,   1004.2,   1007.7,     27.2,     24.3,       84,      1.0,    160.0,      3.0,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061506,   1004.3,   1007.8,     27.3,     23.8,       81,      2.3,    180.0,      4.5,    160.0,      0.0,      0.0,      0.4,     0.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061507,   1004.6,   1008.1,     28.2,     24.0,       78,      1.5,    160.0,      3.0,    180.0,      0.0,      0.0,      1.0,     0.80,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061508,   1004.1,   1007.5,     30.1,     24.0,       70,      0.5,    100.0,      2.5,    200.0,      0.0,      0.0,      1.0,     1.58,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061509,   1003.7,   1007.1,     32.3,     23.8,       61,      1.3,    140.0,      2.6,    180.0,      0.0,      0.0,      1.0,     2.32,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061510,   1003.2,   1006.6,     33.3,     23.4,       56,      1.1,     60.0,      3.7,     40.0,      0.0,      0.0,      1.0,     2.96,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061511,   1002.7,   1006.1,     34.7,     23.7,       53,      1.5,    340.0,      4.4,    150.0,      0.0,      0.0,      0.9,     3.21,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061512,   1002.1,   1005.5,     35.7,     23.4,       49,      1.5,    320.0,      4.7,    360.0,      0.0,      0.0,      1.0,     3.77,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061513,   1001.5,   1004.9,     35.6,     22.6,       47,      1.1,    170.0,      5.3,    350.0,      0.0,      0.0,      1.0,     3.71,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061514,   1001.2,   1004.6,     36.0,     22.6,       46,      1.4,    190.0,      4.5,    330.0,      0.0,      0.0,      0.9,     3.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061515,   1000.8,   1004.2,     33.8,     24.1,       57,      2.8,    100.0,      6.2,     80.0,      0.0,      0.0,      0.5,     2.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061516,   1000.4,   1003.8,     33.7,     24.3,       58,      2.4,     90.0,      7.2,     90.0,      0.0,      0.0,      0.1,     0.79,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061517,   1000.5,   1003.9,     33.0,     24.2,       60,      2.8,    100.0,      6.9,     80.0,      0.0,      0.0,      0.1,     0.56,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061518,   1001.0,   1004.4,     32.0,     23.8,       62,      3.4,     80.0,      7.2,     90.0,      0.0,      0.0,      0.0,     0.28,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061519,   1001.5,   1004.9,     31.6,     23.7,       63,      1.2,    140.0,      7.9,     90.0,      0.0,      0.0,      0.0,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061520,   1002.3,   1005.7,     31.1,     23.5,       64,      2.0,    120.0,      6.0,    110.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061521,   1002.9,   1006.3,     30.8,     23.7,       66,      2.1,    130.0,      6.2,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061522,   1003.5,   1006.9,     30.8,     24.0,       67,      0.8,    140.0,      4.0,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061523,   1003.2,   1006.6,     30.2,     23.9,       69,      1.4,    150.0,      2.7,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061524,   1002.9,   1006.3,     29.6,     24.3,       73,      1.3,    160.0,      2.6,    150.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061601,   1002.2,   1005.6,     29.0,     24.6,       77,      1.1,    130.0,      2.9,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061602,   1001.9,   1005.3,     28.7,     24.7,       79,      0.9,    220.0,      3.1,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061603,   1002.1,   1005.5,     28.7,     24.7,       79,      1.0,    130.0,      2.2,    260.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061604,   1002.5,   1006.0,     28.3,     24.9,       82,      1.1,    160.0,      3.1,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061605,   1002.9,   1006.4,     28.2,     24.6,       81,      1.7,    170.0,      3.2,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061606,   1003.7,   1007.2,     28.4,     24.4,       79,      0.9,    230.0,      3.3,    170.0,      0.0,      0.0,      0.0,     0.10,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061607,   1004.3,   1007.7,     29.4,     23.4,       70,      0.9,    240.0,      3.2,    300.0,      0.0,      0.0,      0.0,     0.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061608,   1004.3,   1007.7,     30.4,     22.3,       62,      2.3,    240.0,      7.1,    280.0,      0.0,      0.0,      0.2,     0.99,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061609,   1004.6,   1008.0,     31.2,     22.3,       59,      2.7,    270.0,      7.9,    290.0,      0.0,      0.0,      0.1,     1.41,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061610,   1004.5,   1007.9,     32.9,     24.1,       60,      1.8,    220.0,      7.6,    230.0,      0.0,      0.0,      0.4,     2.17,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061611,   1003.9,   1007.3,     33.6,     23.9,       57,      2.0,    200.0,      6.8,    180.0,      0.0,      0.0,      1.0,     3.47,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061612,   1003.7,   1007.1,     35.1,     22.5,       48,      3.9,    250.0,      8.1,    250.0,      0.0,      0.0,      0.8,     3.17,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061613,   1003.2,   1006.6,     35.2,     23.9,       52,      3.2,    270.0,     10.4,    260.0,      0.0,      0.0,      0.8,     3.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061614,   1003.0,   1006.4,     35.2,     23.9,       52,      2.3,    290.0,      7.6,    280.0,      0.0,      0.0,      0.5,     2.19,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061615,   1003.0,   1006.4,     34.6,     24.0,       54,      3.8,    300.0,      8.0,    320.0,      0.0,      0.0,      0.6,     2.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061616,   1002.8,   1006.2,     33.6,     23.6,       56,      2.9,    270.0,      7.7,    280.0,      0.0,      0.0,      0.8,     1.93,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025061617,   1003.2,   1006.6,     33.3,     24.5,       60,      0.6,    230.0,      6.2,    280.0,      0.0,      0.0,      0.2,     0.59,     None,     None,     None,     None,     None,     None,     None,     None
